mgra_13,cocpa_13,jurisdiction_2015,jurisdiction_2016,cicpa_13
3858,NULL,14,14,1427
8186,NULL,2,2,NULL
14678,NULL,12,12,NULL
19006,NULL,7,7,NULL
21170,1922,19,19,NULL
17140,NULL,18,18,NULL
21468,1908,19,19,NULL
22550,NULL,14,14,1430
2384,NULL,14,14,1469
6131,NULL,14,14,1435
8123,NULL,2,2,NULL
11040,NULL,16,16,NULL
14787,NULL,12,12,NULL
16779,1952,19,19,NULL
19696,NULL,7,7,NULL
3403,NULL,14,14,1430
7104,1911,19,19,NULL
12059,NULL,14,14,1405
13768,NULL,6,6,NULL
15760,1953,19,19,NULL
20715,1922,19,19,NULL
22424,1906,19,19,NULL
1176,NULL,14,14,1457
1505,NULL,14,14,1468
4422,NULL,14,14,1466
6915,NULL,14,14,1433
9832,NULL,9,9,NULL
10161,1903,19,19,NULL
13078,NULL,4,4,NULL
18488,NULL,15,15,NULL
21734,1904,19,19,NULL
486,NULL,14,14,1428
2195,NULL,14,14,1469
5441,NULL,14,14,1406
5896,NULL,14,14,1412
9142,1921,19,19,NULL
10851,1907,19,19,NULL
14097,NULL,1,1,NULL
14552,NULL,12,12,NULL
19507,NULL,7,7,NULL
22753,NULL,11,11,NULL
2713,NULL,14,14,1404
4877,NULL,14,14,1415
9377,NULL,10,10,NULL
11369,NULL,13,13,NULL
11541,NULL,13,13,NULL
13533,NULL,6,6,NULL
18033,1909,19,19,NULL
20197,1914,19,19,NULL
157,NULL,14,14,1442
6649,NULL,14,14,1420
8813,1921,19,19,NULL
15305,1954,19,19,NULL
17469,NULL,18,18,NULL
12749,1915,19,19,NULL
15995,1912,19,19,NULL
18159,NULL,1,1,NULL
19241,NULL,15,15,NULL
21405,1904,19,19,NULL
1631,1918,19,19,NULL
5959,NULL,14,14,1406
10287,NULL,5,5,NULL
14615,NULL,12,12,NULL
18943,NULL,7,7,NULL
1239,NULL,14,14,1438
5567,NULL,14,14,1406
9895,NULL,9,9,NULL
11604,1914,19,19,NULL
14223,NULL,1,1,NULL
15932,1955,19,19,NULL
18551,NULL,15,15,NULL
20260,1914,19,19,NULL
22879,NULL,11,11,NULL
2258,NULL,14,14,1408
3340,NULL,14,14,1430
6586,NULL,14,14,1420
7668,NULL,11,11,NULL
10914,NULL,16,16,NULL
11996,NULL,14,14,1429
15242,NULL,12,12,NULL
16324,1920,19,19,NULL
19570,NULL,7,7,NULL
20652,1902,19,19,NULL
2650,NULL,14,14,1404
3732,NULL,14,14,1427
6978,NULL,14,14,1426
8060,NULL,2,2,NULL
11306,1907,19,19,NULL
12388,NULL,13,13,NULL
15634,1953,19,19,NULL
8358,NULL,2,2,NULL
10522,NULL,5,5,NULL
12686,1915,19,19,NULL
14850,NULL,12,12,NULL
17014,1952,19,19,NULL
19178,1909,19,19,NULL
21342,1904,19,19,NULL
1305,NULL,14,14,1468
4222,NULL,14,14,1441
9795,NULL,9,9,NULL
12712,1915,19,19,NULL
18285,NULL,15,15,NULL
21202,1922,19,19,NULL
5573,NULL,14,14,1406
8444,NULL,2,2,NULL
14063,NULL,6,6,NULL
16934,NULL,18,18,NULL
22553,NULL,14,14,1430
4176,NULL,14,14,1441
9841,NULL,9,9,NULL
15414,1953,19,19,NULL
15583,1953,19,19,NULL
18500,NULL,15,15,NULL
2871,NULL,14,14,1442
8490,NULL,2,2,NULL
14109,NULL,1,1,NULL
14232,NULL,1,1,NULL
19851,1909,19,19,NULL
4391,NULL,14,14,1440
6970,NULL,14,14,1426
7047,NULL,14,14,1426
15460,1953,19,19,NULL
18454,1909,19,19,NULL
21033,1951,19,19,NULL
5696,NULL,14,14,1406
8321,NULL,2,2,NULL
16811,NULL,18,18,NULL
19682,NULL,7,7,NULL
19805,NULL,7,7,NULL
6924,NULL,14,14,1426
7093,1911,19,19,NULL
15752,1953,19,19,NULL
18162,NULL,1,1,NULL
18331,NULL,15,15,NULL
5742,NULL,14,14,1406
8275,NULL,2,2,NULL
16980,1909,19,19,NULL
17103,NULL,12,12,NULL
19513,NULL,7,7,NULL
1643,NULL,11,11,NULL
6801,NULL,14,14,1486
7216,NULL,14,14,1439
9718,NULL,9,9,NULL
15706,1953,19,19,NULL
18623,NULL,7,7,NULL
77,NULL,14,14,1442
2579,NULL,14,14,1404
8782,1921,19,19,NULL
13940,NULL,6,6,NULL
19559,1909,19,19,NULL
22891,NULL,11,11,NULL
1013,NULL,14,14,1456
4099,NULL,14,14,1410
4345,NULL,14,14,1410
7262,NULL,8,8,NULL
9672,NULL,9,9,NULL
13004,1915,15,15,NULL
21079,1902,19,19,NULL
21325,1922,19,19,NULL
5281,NULL,14,14,1406
8736,NULL,2,2,NULL
16642,1920,19,19,NULL
22261,1901,19,19,NULL
1059,NULL,14,14,1457
4053,NULL,14,14,1410
9964,NULL,5,5,NULL
12958,1915,19,19,NULL
15122,NULL,12,12,NULL
21371,1904,19,19,NULL
2825,NULL,14,14,1404
11192,1907,19,19,NULL
14186,NULL,1,1,NULL
20143,1914,19,19,NULL
22307,1901,19,19,NULL
1351,NULL,14,14,1444
1597,NULL,14,14,1444
3761,NULL,14,14,1427
10256,1903,19,19,NULL
12420,NULL,13,13,NULL
12666,1915,19,19,NULL
21663,1904,19,19,NULL
123,NULL,14,14,1442
2533,NULL,14,14,1404
11484,NULL,14,14,1431
13894,NULL,6,6,NULL
22599,NULL,14,14,1430
22845,NULL,11,11,NULL
1720,NULL,14,14,1444
4637,NULL,14,14,1440
9380,NULL,10,10,NULL
12297,NULL,14,14,1434
17870,1909,19,19,NULL
21617,1904,19,19,NULL
415,NULL,14,14,1428
2241,NULL,14,14,1428
3286,NULL,14,14,1430
10731,NULL,5,5,NULL
10946,NULL,16,16,NULL
11776,1915,19,19,NULL
17395,NULL,18,18,NULL
19436,NULL,7,7,NULL
6509,NULL,14,14,1420
7508,NULL,3,3,NULL
13173,NULL,17,17,NULL
18746,1909,19,19,NULL
5158,NULL,14,14,1415
8859,1919,19,19,NULL
16519,1920,19,19,NULL
17564,NULL,18,18,NULL
4468,NULL,14,14,1421
6632,NULL,14,14,1420
7385,NULL,3,3,NULL
9549,NULL,9,9,NULL
18869,NULL,7,7,NULL
20618,1902,19,19,NULL
3163,NULL,14,14,1430
5327,NULL,14,14,1406
6034,NULL,14,14,1406
8198,NULL,2,2,NULL
14524,NULL,12,12,NULL
14647,NULL,12,12,NULL
16688,1920,19,19,NULL
4760,NULL,14,14,1441
9257,NULL,10,10,NULL
15998,1912,19,19,NULL
18577,NULL,15,15,NULL
20741,1951,19,19,NULL
7906,NULL,2,2,NULL
14816,NULL,12,12,NULL
19267,1909,19,19,NULL
6111,NULL,14,14,1419
3884,NULL,14,14,1427
10133,1919,19,19,NULL
16121,1912,19,19,NULL
17793,NULL,12,12,NULL
19038,NULL,7,7,NULL
2118,NULL,14,14,1469
5450,NULL,14,14,1406
8567,NULL,2,2,NULL
11899,NULL,14,14,1431
16227,1912,19,19,NULL
17272,NULL,18,18,NULL
2012,NULL,14,14,1469
6340,NULL,14,14,1434
7677,NULL,11,11,NULL
12005,NULL,14,14,1429
15337,1953,19,19,NULL
20910,1914,19,19,NULL
2994,NULL,14,14,1483
11023,NULL,16,16,NULL
14355,NULL,1,1,NULL
19728,NULL,7,7,NULL
644,NULL,14,14,1458
10717,NULL,5,5,NULL
12881,NULL,6,6,NULL
15045,NULL,12,12,NULL
21786,1904,19,19,NULL
538,NULL,14,14,1459
2702,NULL,14,14,1404
4866,NULL,14,14,1415
9151,1921,19,19,NULL
11315,1907,19,19,NULL
13479,NULL,6,6,NULL
20512,1914,19,19,NULL
22184,1902,19,19,NULL
22676,NULL,14,14,1465
936,NULL,14,14,1457
10425,NULL,5,5,NULL
12589,NULL,14,14,1403
14753,NULL,12,12,NULL
21494,1904,19,19,NULL
246,NULL,14,14,1442
2410,NULL,14,14,1469
11607,1914,19,19,NULL
13771,NULL,6,6,NULL
22968,NULL,1,1,NULL
5052,NULL,14,14,1415
13542,NULL,6,6,NULL
16459,1909,19,19,NULL
17455,NULL,18,18,NULL
20372,1914,19,19,NULL
6403,NULL,14,14,1420
9274,NULL,10,10,NULL
13233,NULL,17,17,NULL
2181,NULL,14,14,1408
3177,NULL,14,14,1430
5098,NULL,14,14,1415
6094,NULL,14,14,1435
6263,NULL,14,14,1450
19161,NULL,7,7,NULL
22078,1908,19,19,NULL
830,NULL,14,14,1456
6572,NULL,14,14,1420
7568,NULL,11,11,NULL
12191,NULL,14,14,1405
21892,1908,19,19,NULL
2304,NULL,14,14,1408
4883,NULL,14,14,1415
8796,1921,19,19,NULL
13711,NULL,6,6,NULL
16290,1955,19,19,NULL
17624,NULL,1,1,NULL
20203,1914,19,19,NULL
3655,NULL,14,14,1417
10485,NULL,5,5,NULL
21846,1908,19,19,NULL
2350,NULL,14,14,1408
4929,NULL,14,14,1415
8842,1919,19,19,NULL
16413,1920,19,19,NULL
22905,NULL,1,1,NULL
3578,NULL,14,14,1423
3824,NULL,14,14,1427
7783,NULL,11,11,NULL
10316,NULL,5,5,NULL
14939,NULL,12,12,NULL
19144,NULL,7,7,NULL
21677,1904,19,19,NULL
8046,NULL,2,2,NULL
10548,NULL,5,5,NULL
11544,NULL,13,13,NULL
14876,NULL,12,12,NULL
20034,NULL,7,7,NULL
21955,1908,19,19,NULL
22951,NULL,1,1,NULL
3409,NULL,14,14,1430
4405,NULL,14,14,1421
7737,NULL,11,11,NULL
14770,NULL,12,12,NULL
19098,1909,19,19,NULL
767,NULL,14,14,1456
8673,NULL,2,2,NULL
11590,NULL,13,13,NULL
707,NULL,14,14,1458
1703,NULL,14,14,1444
5035,NULL,14,14,1415
6326,NULL,14,14,1481
10654,1907,19,19,NULL
12068,NULL,14,14,1405
13064,NULL,4,4,NULL
16396,1952,19,19,NULL
17687,NULL,1,1,NULL
17933,1909,19,19,NULL
22015,1908,19,19,NULL
7800,NULL,11,11,NULL
10794,NULL,16,16,NULL
12128,NULL,13,13,NULL
14292,NULL,1,1,NULL
17286,NULL,18,18,NULL
19207,NULL,15,15,NULL
661,NULL,14,14,1459
4989,NULL,14,14,1415
7153,NULL,14,14,1425
12022,NULL,14,14,1429
16350,1920,19,19,NULL
18514,NULL,15,15,NULL
3515,NULL,14,14,1430
5925,NULL,14,14,1406
12174,NULL,13,13,NULL
14338,NULL,1,1,NULL
21909,1908,19,19,NULL
2287,NULL,14,14,1428
4451,NULL,14,14,1421
9320,NULL,10,10,NULL
13402,NULL,6,6,NULL
13648,NULL,6,6,NULL
15812,1953,19,19,NULL
18271,NULL,15,15,NULL
20435,1914,19,19,NULL
20681,1902,19,19,NULL
5467,NULL,14,14,1406
8384,NULL,2,2,NULL
13127,NULL,17,17,NULL
14123,NULL,1,1,NULL
16044,1912,19,19,NULL
17040,NULL,12,12,NULL
20787,1951,19,19,NULL
1245,NULL,14,14,1457
8905,1919,19,19,NULL
9901,1919,19,19,NULL
12606,NULL,14,14,1403
16565,1912,19,19,NULL
20266,1914,19,19,NULL
21262,1922,19,19,NULL
1766,NULL,14,14,1444
1935,NULL,14,14,1469
2762,NULL,14,14,1401
9426,NULL,10,10,NULL
16828,NULL,18,18,NULL
22493,1906,19,19,NULL
3240,NULL,14,14,1430
10900,NULL,16,16,NULL
12437,NULL,13,13,NULL
20097,1914,19,19,NULL
2719,NULL,14,14,1404
11132,1907,19,19,NULL
13296,NULL,17,17,NULL
15875,1953,19,19,NULL
18039,NULL,1,1,NULL
19788,1909,19,19,NULL
3993,NULL,14,14,1427
6157,NULL,14,14,1450
12649,NULL,6,6,NULL
15354,1953,19,19,NULL
17518,NULL,18,18,NULL
14,NULL,14,14,1442
4514,NULL,14,14,1448
6678,NULL,14,14,1420
5988,NULL,14,14,1406
8152,NULL,2,2,NULL
15185,NULL,12,12,NULL
17349,NULL,18,18,NULL
7631,NULL,11,11,NULL
10963,NULL,16,16,NULL
11959,NULL,14,14,1429
13880,NULL,6,6,NULL
15291,NULL,12,12,NULL
18208,1909,19,19,NULL
19619,NULL,7,7,NULL
22536,1906,19,19,NULL
1288,NULL,10,10,NULL
6741,NULL,14,14,1420
11069,1907,19,19,NULL
15397,1953,19,19,NULL
18102,NULL,1,1,NULL
18729,1909,19,19,NULL
21434,1904,19,19,NULL
22430,1906,19,19,NULL
598,NULL,14,14,1458
3930,NULL,14,14,1427
8258,NULL,2,2,NULL
22324,1906,19,19,NULL
1076,NULL,14,14,1438
5404,NULL,14,14,1406
9732,NULL,9,9,NULL
8215,NULL,2,2,NULL
10379,NULL,5,5,NULL
12543,NULL,13,13,NULL
14707,NULL,12,12,NULL
16871,NULL,18,18,NULL
20956,1951,19,19,NULL
1872,NULL,14,14,1468
4036,NULL,14,14,1410
7325,NULL,8,8,NULL
9489,NULL,9,9,NULL
11653,NULL,14,14,1434
13817,NULL,1,1,NULL
15981,1912,19,19,NULL
18145,NULL,1,1,NULL
18686,1920,19,19,NULL
20850,1951,19,19,NULL
1182,NULL,14,14,1457
3346,NULL,14,14,1430
5510,NULL,14,14,1406
19576,NULL,7,7,NULL
21740,1904,19,19,NULL
492,NULL,14,14,1456
2656,NULL,14,14,1404
309,NULL,14,14,1428
5218,NULL,14,14,1429
8135,NULL,2,2,NULL
11716,1915,19,19,NULL
13708,NULL,6,6,NULL
16625,1920,19,19,NULL
13067,NULL,4,4,NULL
20893,1951,19,19,NULL
21557,1904,19,19,NULL
263,NULL,14,14,1442
3180,NULL,14,14,1430
14587,NULL,12,12,NULL
16579,1920,19,19,NULL
19496,1909,19,19,NULL
10150,1903,19,19,NULL
15105,NULL,12,12,NULL
21511,1904,19,19,NULL
11547,1914,19,19,NULL
14541,NULL,12,12,NULL
22367,1901,19,19,NULL
22954,NULL,1,1,NULL
827,NULL,14,14,1456
1165,NULL,14,14,1457
1706,NULL,14,14,1444
1829,NULL,14,14,1469
3698,NULL,14,14,1418
9655,NULL,9,9,NULL
10196,1903,19,19,NULL
12188,NULL,14,14,1405
12526,NULL,13,13,NULL
13190,NULL,17,17,NULL
21016,1951,19,19,NULL
186,NULL,14,14,1442
2347,NULL,14,14,1408
11006,NULL,16,16,NULL
11175,1907,19,19,NULL
11670,NULL,14,14,1462
13585,NULL,6,6,NULL
14249,NULL,1,1,NULL
22413,1906,19,19,NULL
22908,NULL,1,1,NULL
873,NULL,14,14,1456
1119,NULL,14,14,1438
1660,1918,19,19,NULL
1783,NULL,14,14,1444
10488,NULL,5,5,NULL
12234,NULL,14,14,1409
12480,NULL,14,14,1431
13021,1915,19,19,NULL
2639,NULL,14,14,1404
2888,NULL,14,14,1442
6220,NULL,14,14,1435
7797,NULL,11,11,NULL
11129,1907,19,19,NULL
14046,NULL,6,6,NULL
19204,NULL,15,15,NULL
16061,1912,19,19,NULL
18563,1909,19,19,NULL
8676,NULL,2,2,NULL
14000,NULL,6,6,NULL
4654,NULL,14,14,1441
9609,NULL,9,9,NULL
20970,1951,19,19,NULL
8630,1918,19,19,NULL
14879,NULL,12,12,NULL
17043,NULL,12,12,NULL
20037,NULL,7,7,NULL
4159,NULL,14,14,1410
4700,NULL,14,14,1441
6323,NULL,14,14,1481
7694,NULL,11,11,NULL
9317,NULL,14,14,1444
9858,NULL,9,9,NULL
15520,1952,19,19,NULL
17684,NULL,18,18,NULL
20678,1902,19,19,NULL
5679,NULL,14,14,1450
6174,NULL,14,14,1419
7843,1999,19,19,NULL
8089,NULL,2,2,NULL
8338,NULL,2,2,NULL
16502,1909,19,19,NULL
17581,NULL,18,18,NULL
19745,NULL,7,7,NULL
4992,NULL,14,14,1415
6615,NULL,14,14,1420
7156,NULL,14,14,1425
15566,1953,19,19,NULL
16107,1912,19,19,NULL
17976,NULL,18,18,NULL
18517,NULL,15,15,NULL
17730,NULL,1,1,NULL
60,NULL,14,14,1442
724,NULL,14,14,1456
3641,NULL,14,14,1417
4803,NULL,14,14,1440
7720,NULL,11,11,NULL
13293,NULL,17,17,NULL
19957,NULL,7,7,NULL
2075,NULL,14,14,1469
9735,NULL,9,9,NULL
13436,NULL,6,6,NULL
18391,NULL,15,15,NULL
21096,1922,19,19,NULL
8504,NULL,2,2,NULL
16164,1920,19,19,NULL
4113,NULL,14,14,1410
11962,NULL,14,14,1429
14126,NULL,1,1,NULL
16705,1920,19,19,NULL
22782,NULL,11,11,NULL
1534,NULL,14,14,1444
3329,NULL,14,14,1430
8032,NULL,2,2,NULL
11819,1915,19,19,NULL
14690,NULL,12,12,NULL
183,NULL,14,14,1442
601,NULL,14,14,1458
1932,NULL,14,14,1457
2765,NULL,14,14,1401
11421,NULL,14,14,1431
12085,NULL,13,13,NULL
13834,NULL,6,6,NULL
20498,1914,19,19,NULL
22490,1906,19,19,NULL
22662,NULL,14,14,1461
1242,NULL,14,14,1438
1414,1921,19,19,NULL
3406,NULL,14,14,1430
3947,NULL,14,14,1427
9947,1919,19,19,NULL
10070,NULL,5,5,NULL
21849,1908,19,19,NULL
21972,1908,19,19,NULL
10611,NULL,5,5,NULL
12111,NULL,13,13,NULL
12652,NULL,6,6,NULL
12775,1915,19,19,NULL
21308,1922,19,19,NULL
21431,1904,19,19,NULL
2224,NULL,14,14,1408
5556,NULL,14,14,1406
5805,NULL,14,14,1412
14461,NULL,12,12,NULL
18789,NULL,7,7,NULL
22121,1902,19,19,NULL
4239,NULL,14,14,1410
7571,NULL,11,11,NULL
12895,NULL,6,6,NULL
18932,NULL,7,7,NULL
20555,1914,19,19,NULL
9045,1921,19,19,NULL
15294,NULL,12,12,NULL
17458,NULL,18,18,NULL
19622,NULL,7,7,NULL
7030,NULL,14,14,1426
9194,1921,19,19,NULL
3100,NULL,14,14,1414
3933,NULL,14,14,1427
5264,NULL,14,14,1406
6097,NULL,14,14,1435
7428,NULL,3,3,NULL
8261,NULL,2,2,NULL
15002,NULL,12,12,NULL
16917,1952,19,19,NULL
17166,NULL,12,12,NULL
19081,1909,19,19,NULL
19330,NULL,7,7,NULL
4574,NULL,14,14,1462
5115,NULL,14,14,1415
6738,NULL,14,14,1420
7279,NULL,8,8,NULL
8902,1919,19,19,NULL
9443,NULL,9,9,NULL
15935,1955,19,19,NULL
16476,1909,19,19,NULL
18099,NULL,1,1,NULL
18640,1909,19,19,NULL
20263,1914,19,19,NULL
20804,1951,19,19,NULL
475,NULL,14,14,1428
1471,NULL,14,14,1468
3392,NULL,14,14,1430
7969,NULL,2,2,NULL
8965,1919,19,19,NULL
9961,NULL,5,5,NULL
11882,NULL,14,14,1431
12878,NULL,6,6,NULL
15795,1955,19,19,NULL
5407,NULL,14,14,1406
13897,NULL,6,6,NULL
14893,NULL,12,12,NULL
16768,NULL,18,18,NULL
20727,1902,19,19,NULL
21723,1904,19,19,NULL
22719,NULL,3,3,NULL
1517,NULL,14,14,1444
6927,NULL,14,14,1426
7923,NULL,2,2,NULL
10840,NULL,16,16,NULL
11836,1915,19,19,NULL
2490,NULL,14,14,1404
5908,NULL,14,14,1406
6449,NULL,14,14,1420
7445,NULL,3,3,NULL
16814,NULL,18,18,NULL
17810,NULL,12,12,NULL
18806,1909,19,19,NULL
22765,NULL,11,11,NULL
12377,NULL,13,13,NULL
18288,NULL,15,15,NULL
20867,1951,19,19,NULL
21205,1922,19,19,NULL
2991,NULL,14,14,1442
3532,NULL,14,14,1430
3870,NULL,14,14,1427
7491,NULL,3,3,NULL
10362,NULL,5,5,NULL
12360,NULL,13,13,NULL
14352,NULL,1,1,NULL
18852,NULL,7,7,NULL
9506,NULL,9,9,NULL
20326,1914,19,19,NULL
5570,NULL,14,14,1406
2473,NULL,14,14,1404
3469,NULL,14,14,1430
5971,NULL,14,14,1406
6967,NULL,14,14,1426
10299,NULL,5,5,NULL
15457,1953,19,19,NULL
18374,NULL,15,15,NULL
10903,NULL,16,16,NULL
15231,NULL,12,12,NULL
19393,NULL,7,7,NULL
20389,1951,19,19,NULL
22264,1901,19,19,NULL
1016,NULL,14,14,1456
4348,NULL,14,14,1410
5344,NULL,14,14,1406
7013,NULL,14,14,1426
12423,NULL,13,13,NULL
16751,1952,19,19,NULL
17332,NULL,18,18,NULL
18328,NULL,15,15,NULL
21660,1904,19,19,NULL
412,NULL,14,14,1428
953,NULL,14,14,1457
1949,NULL,14,14,1469
7986,NULL,2,2,NULL
12314,NULL,14,14,1434
13937,NULL,6,6,NULL
19347,NULL,7,7,NULL
15709,1953,19,19,NULL
17873,1909,19,19,NULL
22201,1901,19,19,NULL
1995,NULL,14,14,1469
2536,NULL,14,14,1404
6864,NULL,14,14,1433
8487,NULL,2,2,NULL
9028,1921,19,19,NULL
13356,1915,19,19,NULL
19848,NULL,14,14,1432
20186,1914,19,19,NULL
4010,NULL,14,14,1410
10502,NULL,5,5,NULL
890,NULL,14,14,1456
1886,NULL,14,14,1468
3807,NULL,14,14,1427
5633,NULL,14,14,1450
7554,NULL,11,11,NULL
8550,NULL,2,2,NULL
9546,NULL,9,9,NULL
12463,NULL,13,13,NULL
16210,1953,19,19,NULL
10565,NULL,16,16,NULL
18225,NULL,15,15,NULL
1102,NULL,14,14,1438
3595,NULL,14,14,1423
6512,NULL,14,14,1420
10259,1903,19,19,NULL
11255,1907,19,19,NULL
12251,NULL,14,14,1434
14172,NULL,1,1,NULL
15168,NULL,12,12,NULL
18915,NULL,7,7,NULL
19911,NULL,7,7,NULL
20907,1904,19,19,NULL
22828,NULL,11,11,NULL
1580,NULL,14,14,1444
2121,NULL,14,14,1469
2576,NULL,14,14,1404
3117,NULL,14,14,1414
5822,NULL,14,14,1412
10777,NULL,5,5,NULL
21142,1922,19,19,NULL
22138,1902,19,19,NULL
11773,NULL,14,14,1464
13482,NULL,6,6,NULL
14478,NULL,12,12,NULL
17183,NULL,18,18,NULL
18437,NULL,15,15,NULL
19433,NULL,7,7,NULL
20452,1914,19,19,NULL
22616,NULL,14,14,1430
1368,NULL,14,14,1444
5155,NULL,14,14,1415
7860,NULL,11,11,NULL
10024,1919,19,19,NULL
16516,1920,19,19,NULL
2058,NULL,14,14,1469
3054,NULL,14,14,1424
6386,NULL,14,14,1447
7382,NULL,3,3,NULL
10714,NULL,5,5,NULL
15042,NULL,12,12,NULL
17959,NULL,18,18,NULL
8401,NULL,2,2,NULL
12729,1915,19,19,NULL
17057,NULL,12,12,NULL
1431,1921,19,19,NULL
3681,NULL,14,14,1418
4763,NULL,14,14,1415
5759,NULL,14,14,1412
9091,1921,19,19,NULL
10087,1919,19,19,NULL
22075,1908,19,19,NULL
13419,NULL,6,6,NULL
14415,NULL,12,12,NULL
16336,1920,19,19,NULL
17747,NULL,1,1,NULL
18743,1909,19,19,NULL
20664,1902,19,19,NULL
3744,NULL,14,14,1427
4285,NULL,14,14,1410
8072,NULL,2,2,NULL
8613,1918,19,19,NULL
11318,1907,19,19,NULL
11404,NULL,13,13,NULL
18978,NULL,7,7,NULL
19974,NULL,7,7,NULL
20601,1914,19,19,NULL
22679,NULL,14,14,1465
11945,NULL,14,14,1431
12941,1915,19,19,NULL
14650,NULL,12,12,NULL
15646,1953,19,19,NULL
16273,1955,19,19,NULL
17269,NULL,18,18,NULL
12792,1915,19,19,NULL
14956,NULL,12,12,NULL
17120,NULL,12,12,NULL
19284,1915,19,19,NULL
21448,1904,19,19,NULL
4886,NULL,14,14,1415
7803,NULL,11,11,NULL
9131,1921,19,19,NULL
12048,NULL,14,14,1429
17621,NULL,1,1,NULL
20538,1914,19,19,NULL
21866,1908,19,19,NULL
618,NULL,14,14,1458
13399,NULL,6,6,NULL
16270,1955,19,19,NULL
6237,NULL,14,14,1435
2184,NULL,14,14,1408
14750,NULL,12,12,NULL
14919,NULL,12,12,NULL
3535,NULL,14,14,1430
10482,NULL,5,5,NULL
19187,NULL,15,15,NULL
20515,1914,19,19,NULL
5055,NULL,14,14,1415
8962,1919,19,19,NULL
14796,NULL,12,12,NULL
17790,NULL,12,12,NULL
19041,NULL,7,7,NULL
7657,NULL,11,11,NULL
16147,1920,19,19,NULL
17475,NULL,18,18,NULL
19141,1909,19,19,NULL
20346,1914,19,19,NULL
4932,NULL,14,14,1415
7757,NULL,11,11,NULL
17667,NULL,12,12,NULL
17744,NULL,1,1,NULL
18826,NULL,7,7,NULL
18995,NULL,7,7,NULL
6283,NULL,14,14,1482
6406,NULL,14,14,1420
7611,NULL,11,11,NULL
16439,1920,19,19,NULL
17521,1909,19,19,NULL
1892,NULL,14,14,1468
3220,NULL,14,14,1430
10797,NULL,5,5,NULL
15955,1955,19,19,NULL
18872,NULL,7,7,NULL
2284,NULL,14,14,1428
6575,NULL,14,14,1420
10405,NULL,5,5,NULL
15065,NULL,12,12,NULL
16393,1952,19,19,NULL
19264,NULL,7,7,NULL
3266,NULL,14,14,1430
16001,1912,19,19,NULL
2330,NULL,14,14,1408
3412,NULL,14,14,1423
3658,NULL,14,14,1417
4740,NULL,14,14,1441
9277,1921,19,19,NULL
10359,NULL,5,5,NULL
19310,NULL,7,7,NULL
20392,1951,19,19,NULL
810,NULL,14,14,1456
2138,NULL,14,14,1402
11879,NULL,14,14,1431
14873,NULL,12,12,NULL
19456,1909,19,19,NULL
20784,1951,19,19,NULL
21620,1904,19,19,NULL
22948,NULL,1,1,NULL
372,NULL,14,14,1428
1700,NULL,14,14,1444
3366,NULL,14,14,1430
9323,NULL,10,10,NULL
12317,NULL,13,13,NULL
14481,NULL,12,12,NULL
22012,1908,19,19,NULL
22350,1906,19,19,NULL
764,NULL,14,14,1456
1846,NULL,14,14,1469
20830,1951,19,19,NULL
21912,1908,19,19,NULL
22994,NULL,1,1,NULL
664,NULL,14,14,1459
1746,NULL,14,14,1444
12271,NULL,14,14,1434
13353,1915,19,19,NULL
14435,NULL,12,12,NULL
20976,1951,19,19,NULL
22058,1908,19,19,NULL
22304,1901,19,19,NULL
226,NULL,14,14,1442
1056,NULL,14,14,1457
12961,1915,19,19,NULL
13791,NULL,6,6,NULL
15878,1953,19,19,NULL
1577,NULL,14,14,1444
8241,NULL,14,14,1425
8739,NULL,2,2,NULL
12440,NULL,13,13,NULL
17229,NULL,18,18,NULL
3927,NULL,14,14,1427
6844,NULL,14,14,1433
7173,NULL,14,14,1425
10090,1919,19,19,NULL
19579,1909,19,19,NULL
22496,1906,19,19,NULL
22825,NULL,11,11,NULL
1248,NULL,14,14,1457
2453,NULL,14,14,1402
4494,NULL,14,14,1421
11564,NULL,13,13,NULL
18105,NULL,1,1,NULL
18228,NULL,15,15,NULL
21474,1908,19,19,NULL
3804,NULL,14,14,1427
5968,NULL,14,14,1406
8049,NULL,2,2,NULL
10213,1903,19,19,NULL
12632,NULL,6,6,NULL
16539,1920,19,19,NULL
18703,NULL,7,7,NULL
5493,NULL,14,14,1406
13983,NULL,6,6,NULL
15188,NULL,12,12,NULL
17352,NULL,18,18,NULL
6675,NULL,14,14,1420
8839,1921,19,19,NULL
9921,1919,19,19,NULL
16662,1920,19,19,NULL
16831,NULL,18,18,NULL
17913,NULL,18,18,NULL
19908,NULL,7,7,NULL
20077,NULL,14,14,1432
4119,NULL,14,14,1427
5201,NULL,14,14,1441
7365,NULL,3,3,NULL
15357,1952,19,19,NULL
18603,NULL,15,15,NULL
9884,NULL,9,9,NULL
13714,NULL,6,6,NULL
14212,NULL,1,1,NULL
22619,NULL,14,14,1430
14106,NULL,1,1,NULL
14604,NULL,12,12,NULL
18434,NULL,15,15,NULL
21053,1951,19,19,NULL
103,NULL,14,14,1442
5009,NULL,14,14,1415
6091,NULL,14,14,1435
7926,NULL,2,2,NULL
9008,1921,19,19,NULL
20661,1902,19,19,NULL
21743,1904,19,19,NULL
1371,NULL,14,14,1444
4617,NULL,14,14,1440
5699,NULL,14,14,1406
8318,NULL,2,2,NULL
9400,NULL,10,10,NULL
12646,NULL,6,6,NULL
17023,1909,19,19,NULL
20269,1914,19,19,NULL
21351,1904,19,19,NULL
