BlockCode,MaxAdDn,MaxAdUp,temp
60730211003209,25.0,2.0,0
60730211003212,25.0,2.0,0
60730211003219,25.0,2.0,0
60730211003222,25.0,2.0,0
60730211003224,25.0,2.0,0
60730211003225,25.0,2.0,0
60730211003226,25.0,2.0,0
60730211003227,25.0,2.0,0
60730211003228,25.0,2.0,0
60730211003229,25.0,2.0,0
60730211003230,25.0,2.0,0
60730211003231,25.0,2.0,0
60730211003232,25.0,2.0,0
60730211003233,25.0,2.0,0
60730211003234,25.0,2.0,0
60730211003235,25.0,2.0,0
60730211003236,25.0,2.0,0
60730211003238,25.0,2.0,0
60730211003239,25.0,2.0,0
60730211003246,25.0,2.0,0
60730211003248,25.0,2.0,0
60730211003249,25.0,2.0,0
60730211003250,25.0,2.0,0
60730211003252,25.0,2.0,0
60730211003253,25.0,2.0,0
60730211003254,25.0,2.0,0
60730211003255,25.0,2.0,0
60730211003256,25.0,2.0,0
60730211003257,6.0,0.768,0
60730211003291,15.0,0.896,0
60730211003292,24.0,1.28,0
60730211003294,31.0,2.512,0
60730211003298,31.0,2.512,0
60730211003299,31.0,2.512,0
60730211003300,31.0,2.512,0
60730211003310,31.0,2.512,0
60730211003312,31.0,2.512,0
60730211003318,31.0,2.512,0
60730211003322,31.0,2.512,0
60730211003339,31.0,2.512,0
60730211003340,24.0,1.28,0
60730211003344,18.0,1.024,0
60730211003354,18.0,1.024,0
60730211003355,12.0,1.024,0
60730211003361,9.0,0.896,0
60730211003363,13.0,0.984,0
60730211003371,10.0,1.0,0
60730211003382,25.768,2.128,0
60730211003384,25.0,2.0,0
60730211003389,25.0,2.0,0
60730211003390,25.0,2.0,0
60730211003391,25.0,2.0,0
60730211003392,25.0,2.0,0
60730211003400,25.0,2.0,0
60730211004021,3.0,0.384,0
60730211004047,31.0,2.512,0
60730211004048,21.0,1.1520000000000001,0
60730211004050,13.0,0.984,0
60730211004059,31.0,2.512,0
60730211004060,28.0,2.384,0
60730211004063,31.0,2.512,0
60730211004065,28.0,2.384,0
60730211004067,31.0,2.512,0
60730211004068,31.0,2.512,0
60730211004074,31.0,2.512,0
60730211004075,56.0,7.5120000000000005,0
60730211004076,31.0,2.512,0
60730211004078,31.0,2.512,0
60730211004081,31.0,2.512,0
60730211004082,31.0,2.512,0
60730211004083,31.0,2.512,0
60730211004084,31.0,2.512,0
60730211004085,31.0,2.512,0
60730211004086,31.0,2.512,0
60730211004087,31.0,2.512,0
60730211004089,28.0,2.384,0
60730211004090,31.0,2.512,0
60730211004091,31.0,2.512,0
60730211004092,31.0,2.512,0
60730211004093,31.0,2.512,0
60730211004094,31.0,2.512,0
60730211004096,31.0,2.512,0
60730211004098,31.0,2.512,0
60730211004099,31.0,2.512,0
60730211004100,31.0,2.512,0
60730211004102,31.0,2.512,0
60730211004111,31.0,2.512,0
60730212021023,49.0,26.0,0
60730212021024,55.0,26.512,0
60730212021031,24.0,24.0,0
60730212021032,42.0,24.768,0
60730212021033,18.0,0.768,0
60730212021043,99.0,36.0,0
60730212021044,30.0,24.512,0
60730212021047,75.0,12.0,0
60730212021048,42.0,24.768,0
60730212021049,124.0,46.0,0
60730212021051,49.0,26.0,0
60730212021052,124.0,46.0,0
60730212021053,74.0,31.0,0
60730212021059,99.0,36.0,0
60730212021060,24.0,24.0,0
60730212021063,99.0,36.0,0
60730212021064,24.0,24.0,0
60730212021068,25.0,2.0,0
60730212021069,42.0,24.768,0
60730212021070,49.0,26.0,0
60730212021088,27.0,24.384,0
60730212021096,24.0,24.0,0
60730212021098,24.0,24.0,0
60730212021102,24.0,24.0,0
60730212021104,24.0,24.0,0
60730212021110,6.0,0.512,0
60730212021114,65.0,27.512,0
60730212021116,24.0,24.0,0
60730212021126,75.0,12.0,0
60730212021128,25.0,2.0,0
60730212021129,75.0,12.0,0
60730212021130,25.0,2.0,0
60730212021131,75.0,12.0,0
60730212021132,24.0,24.0,0
60730212021134,24.0,24.0,0
60730212021136,75.0,12.0,0
60730212021137,75.0,12.0,0
60730212021139,99.0,36.0,0
60730212021140,124.0,46.0,0
60730212021141,99.0,36.0,0
60730212021156,55.0,26.512,0
60730212021157,74.0,31.0,0
60730212022000,24.0,24.0,0
60730212022004,4.5,0.768,0
60730212022006,32.0,24.984,0
60730212022012,50.0,7.0,0
60730212022014,75.0,12.0,0
60730212022027,34.0,25.0,0
60730212022031,24.0,24.0,0
60730212022033,24.0,24.0,0
60730212022034,24.0,24.0,0
60730212022036,24.0,24.0,0
60730212022037,24.0,24.0,0
60730212022049,34.0,25.0,0
60730212022050,24.0,24.0,0
60730212022056,34.0,25.0,0
60730212022057,34.0,25.0,0
60730212022058,24.0,24.0,0
60730212022070,24.0,24.0,0
60730212041028,1.5,0.384,0
60730212041030,12.0,0.512,0
60730212041039,25.0,2.0,0
60730212041049,25.0,2.0,0
60730212041068,10.0,1.0,0
60730212042029,26.268,24.512,0
60730212043000,6.0,0.512,0
60730212043002,30.0,24.512,0
60730212043010,34.0,25.0,0
60730212043013,24.0,24.0,0
60730212043015,36.768,24.64,0
60730212043017,24.0,24.0,0
60730212043020,10.0,1.0,0
60730212043023,40.0,25.768,0
60730212061009,15.0,0.896,0
60730212061022,9.0,0.896,0
60730212061033,9.0,0.896,0
60730213021054,25.0,2.0,0
60730213021055,25.0,2.0,0
60730213021056,25.0,2.0,0
60730213021060,35.0,3.0,0
60730213021062,25.0,2.0,0
60730213021066,25.0,2.0,0
60730213021067,25.0,2.0,0
60730213021070,25.0,2.0,0
60730213021074,25.0,2.0,0
60730213021078,10.0,0.6,0
60730213021081,25.0,2.0,0
60730213021086,25.0,2.0,0
60730213021108,12.0,0.512,0
60730213022000,24.0,24.0,0
60730213022028,24.0,24.0,0
60730213022030,24.0,24.0,0
60730213022033,24.0,24.0,0
60730213022037,24.0,24.0,0
60730213022040,16.0,1.512,0
60730213022046,6.0,0.512,0
60730213022047,3.0,0.384,0
60730213022048,16.0,1.512,0
60730213022058,6.0,0.512,0
60730213022061,3.0,0.384,0
60730213022065,6.0,0.512,0
60730213022068,6.0,0.512,0
60730213022073,3.0,0.384,0
60730213022074,3.0,0.384,0
60730213022076,6.0,0.512,0
60730213022077,24.0,24.0,0
60730213022084,25.0,2.0,0
60730213022087,25.0,2.0,0
60730213022093,14.5,1.768,0
60730213022094,3.0,0.384,0
60730213022108,13.0,1.384,0
60730213022110,24.0,24.0,0
60730213022111,34.0,25.0,0
60730213022112,34.0,25.0,0
60730213022114,24.0,24.0,0
60730213022116,34.0,25.0,0
60730213022119,10.0,1.0,0
60730213022120,24.0,24.0,0
60730213022121,24.0,24.0,0
60730213022138,18.0,0.768,0
60730213031000,6.0,0.512,0
60730213031034,3.0,0.384,0
60730213031072,3.0,0.384,0
60730213032057,46.0,6.152,0
60730213032075,46.0,6.152,0
60730213032093,99.0,21.28,0
60730213032124,96.0,21.152,0
60730213041000,3.768,0.512,0
60730213041015,26.5,2.128,0
60730213041017,5.768,0.728,0
60730213041030,7.5,0.64,0
60730213041040,25.0,2.0,0
60730213041045,25.0,2.0,0
60730213041047,25.0,2.0,0
60730214001000,9.0,0.896,0
60730214001005,12.0,1.024,0
60730214003000,18.0,1.024,0
60730219001021,15.0,0.896,0
60730219001030,3.768,0.512,0
60730219001068,9.0,0.896,0
60730219001106,9.0,0.896,0
60730219001107,9.0,0.896,0
60730219002009,18.0,1.024,0
60730219002075,18.0,1.024,0
60730221002011,24.0,1.28,0
60730221002028,49.0,6.28,0
